Final_taxon	Label	Total_ASVs	LNHKK01 (LP)	LNHKK02 (LP)	LNHKK32 (LP)	LNHKK33 (LP)	LNHKK34 (LP)	LNHKK35 (LP)	LNHKK36 (LP)	LNHKK39 (LP)	LNHKK42 (LP)	LNHKK43 (LP)	LNHKK44 (LL)	LNHKK45 (LP)	LNHKK46 (LL)	LNHKK47 (LP)	LNHKK48 (LL)	LNHKK49 (LL)	LNHKK51 (LP)	LNHKK52 (LL)	LNHKK54 (LL)	LNKB139 (LP)	LNKB140 (LP)	LNKB142 (AC)	LNKB143 (AC)	LNKB144 (LP)	LNKB145 (AC)	LNKB146 (LP)	LNKB147 (LP)	LNKB148 (AC)	LNKB149 (LP)	LNKB150 (LP)	LNKB151 (LP)	LNKBMG036 (AC)	LNKBMG048 (AC)	LNKBMG049 (AC)	LNKBMG050 (AC)	LNKBMG091 (AC)	LNKBMG133 (AC)	LNKLA01 (LP)	LNKWC03 (LP)	LNKWC05 (LP)	LNKWC11 (AC)	LNKWC16 (AC)	LNMAW01 (LP)	LNMAW02 (LP)	LNMAW08 (LP)	LNMAW09 (LP)	LNMAW10 (LP)	LNMAW12 (LP)	LNNKS14 (AC)	LNNKS15 (AC)	LNNKS16 (AC)	LNNKS17 (AC)	LNPTL07 (AC)	LNPTL08 (LP)	LNPTL09 (AC)	LNPTL10 (LP)	LNPTL11 (LP)	LNPTL12 (LP)	LNPTL13 (LP)	LNPTL14 (LP)	LNPTL15 (LP)	LNPTL17 (LP)	LNPTL18 (LP)	LNPTL19 (LP)	LNPTL20 (AC)	LNPTL21 (AC)	LNPTL22 (AC)	LNPTL24 (LP)	LNSK18 (AC)	LNSK19 (AC)	LNSK20 (AC)	LNSK21 (LP)	LNSK22 (LP)	LNSK23 (LP)	LNSK24 (AC)	LNSK25 (LP)	LNSK26 (LP)	LNSK29 (AC)	LNSK30 (AC)	LNSK31 (LP)	LNSK32 (LP)	LNSK33 (LP)	LNSK34 (LP)	LNSK35 (AC)	LNSK37 (LP)	LNSK38 (AC)	LNSK40 (AC)	LNSK41 (AC)	LNSK42 (AC)	LNSK43 (LP)	LNSK44 (LP)	LNSK45 (LP)	LNSK46 (AC)	LNSK47 (AC)	LNSK48 (AC)	LNSTU34 (AC)	LNSTU35 (LP)	LNSTU36 (AC)	LNSTU37 (LP)	LNSTU38 (LP)	LNSTU39 (AC)	LNSTU40 (AC)	LNSTU41 (LP)	LNSTU42 (LP)	LNSTU43 (LP)	LNSTU44 (LP)	LNSTU45 (LP)	LNSTU46 (AC)	LNSTU47 (AC)	LNSTU48 (AC)	LNSTU49 (LP)	LNTR100 (LP)	LNTR101 (LP)	LNTR102 (LP)	LNTR85 (LP)	LNTR86 (LP)	LNTR87 (LP)	LNTR88 (AC)	LNTR89 (LP)	LNTR90 (AC)	LNTR91 (LP)	LNTR92 (AC)	LNTR93 (AC)	LNTR94 (LP)	LNTR95 (LP)	LNTR96 (LP)	LNTR97 (LP)	LNTR98 (LP)	LNTR99 (LP)	LNTYE17 (LP)	LNTYE21 (LL)	LNTYE22 (LL)	LNTYE23 (LL)	LNTYE24 (LL)	LNUMP02 (LP)	Total_read
p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae;g__Aonyx;s__cinereus	Host - AC	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	147	788	15016	23300	168	97550	122	3932	13194	132	866	2992	126825	5749	53399	89810	23961	93586	27	11	16	131799	1231	0	0	0	0	0	0	66556	79094	64642	136253	47885	878	42224	693	481	425	191	516	245	166	958	74	43342	13016	12617	13274	4508	93613	38442	329	213	312	22036	159	4775	3240	883	390	269	481	256	133606	92414	182	17157	39834	37371	343	2596	242	21420	16655	4	94816	547	373	34647	501	43979	10632	1763	367	126078	256	426	198	63185	5263	276	58	19	38	242	664	125	36620	108	29960	71838	711	24523	91	93	140	70	67	41	24	0	0	0	0	18	2289234
p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae;g__Lutra;s__lutra	Host - LL	63	0	0	0	0	0	0	0	29	0	0	61634	0	61910	0	36414	127837	0	60843	56159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	3	0	0	0	0	0	439	328766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39445	127659	85433	35794	0	1023088
p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae;g__Lutrogale;s__perspicillata	Host - LP	80	812	63770	11692	1056	1537	10010	37926	159104	148232	10191	0	11530	0	10917	0	0	8644	0	0	817	5632	178	114	8732	251	3556	343	57	39101	2471	1780	254	82	140	100	60	135	1358	4438	1672	7	0	18283	889	477	4665	2054	89528	328	964	303	362	546	8169	290	2716	7119	13081	41365	2332	335	10164	1589	1161	188	70	74	1386	226	609	525	7611	95292	3321	206	2799	22	16	36	2783	3064	2455	5092	23	2198	211	555	678	750	28634	2925	77034	201	475	16	79	21092	2150	765	2259	225	80	119	1649	272	15212	2412	43	515	69	1399	13679	4100	4991	2265	4388	2705	2092	1512	132	146	1315	269	20183	3531	3785	6237	2824	4089	7749	0	0	0	0	457	1127683
No Hit	No Hit	2457	42	576	11	18	22	10622	6	12	34	2839	43	27041	67	1045	251	40	12392	55	19	38343	3648	352	2923	144641	354	20478	318	153	76680	113189	155309	893	16550	17435	21382	3036	2494	33	1189	27	11029	733	47	70	63	11	72	49	95	82065	110	55	233	569	25974	4151	742	2109	251	1026	202	234	257	13524	86	584	452	7514	180	13916	36	357	392	575	2084	207	10620	472	11	471	50	15	79	581	2625	87	94	47	46	1825	405	1244	189	791	11	226	31908	195568	49723	169773	885	212	781	22722	2486	26979	20533	541	10604	942	107021	64819	4564	10028	67910	59912	439	31289	60728	211	84565	80431	123117	17409	945	6083	8930	944	60347	7724	11	261	2548	1237	1330	2200965
p__Chordata;c__Mammalia;o__Primates	Artifact  - Primates	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	7	7	2	5289	6	2	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	28	25061	9	24	22	12	0	0	0	0	128	0	9	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30918
p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae	Artifact  - Primates	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	9	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648
p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca	Artifact  - Primates	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	382	2	14	750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1178
p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__fascicularis	Artifact  - Primates	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1022	28	7	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	19	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1617
p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Macaca;s__mulatta	Artifact  - Primates	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	26	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706
p__Chordata;c__Mammalia;o__Primates;f__Cercopithecidae;g__Papio	Artifact  - Primates	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
p__Chordata;c__Mammalia;o__Primates;f__Hominidae	Artifact  - Primates	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	6	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434
p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo	Artifact  - Primates	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
p__Chordata;c__Mammalia;o__Primates;f__Hominidae;g__Homo;s__sapiens	Artifact  - Primates	26	7	6	7	0	0	1733	0	20	65	0	0	6	0	1029	0	0	7790	0	0	16	26	36235	317	22	3158	13	21	4	14	64	107	108	11418	958	298	192	75	119	54	53	1141	17	3	41	9	79	6	0	0	7	16	6	9308	21	2	24	7	15	29	31	25	9	49	10	2672	3862	2	93	72	72	79582	417	119	678	29003	148	5	0	6	646	13	9	0	541	7	23	37	63	9185	46	51	27	0	0	0	20279	65	17	9178	19	3	4	10	10	13	64	4	2	0	13	47	0	0	5	15	26	4	1208	25	0	0	0	0	0	0	23	0	0	0	0	0	309	15	0	0	233527
p__Chordata;c__Mammalia;o__Proboscidea;f__Elephantidae;g__Elephas;s__maximus	Artifact  (Mammal) - Elephas maximus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae	Artifact - Artiodactyla	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Bos	Artifact - Artiodactyla	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	45	7	0	0	811	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	892
p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Bubalus	Artifact - Artiodactyla	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
p__Chordata;c__Mammalia;o__Artiodactyla;f__Bovidae;g__Capra	Artifact - Artiodactyla	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
p__Chordata;c__Mammalia;o__Artiodactyla;f__Cervidae	Artifact - Artiodactyla	8	0	219	0	0	0	0	0	2	0	0	0	0	2	14	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	374
p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae	Artifact - Artiodactyla	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus	Artifact - Artiodactyla	37	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	7066	0	0	27	88	30	33	50	37	42	42	25804	23	5	97	8	4	904	61	3	3770	0	5	0	696	22	5	17	12	62	5	460	12	196	96	20	59538	143	25	108	167	63	77	666	13	696	13	0	12	1697	4	0	102	0	0	3	0	91	0	8	17	0	1627	86	1666	17	66	0	107	48	73	66	21651	88	66	30	0	0	0	0	7	0	4	4	379	0	0	0	0	0	0	0	51	0	0	6	0	0	0	0	0	0	0	0	188	19	15	4	0	16	5	8	6132	0	0	0	0	0	0	135698
p__Chordata;c__Mammalia;o__Artiodactyla;f__Suidae;g__Sus;s__scrofa	Artifact - Artiodactyla	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
p__Chordata;c__Mammalia;o__Chiroptera;f__Hipposideridae	Artifact - Chiroptera	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
p__Chordata;c__Mammalia;o__Chiroptera;f__Pteropodidae;g__Rousettus	Artifact - Chiroptera	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
p__Chordata;c__Mammalia;o__Chiroptera;f__Vespertilionidae	Artifact - Chiroptera	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Rattus	Artifact - Rodent	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1502
p__Chordata;c__Mammalia;o__Carnivora	Artifact (Carnivora)	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	48
p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae;g__Aonyx	Artifact (Carnivora) - Aonyx sp.	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1321	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	207	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1556
p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae;g__Lutra	Artifact (Carnivora) - Lutra sp.	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	42
p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae;g__Lutrogale	Artifact (Carnivora) - Lutrogale sp.	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
p__Chordata;c__Mammalia;o__Carnivora;f__Mustelidae	Artifact (Carnivora) - Mustelidae	30	10	12	15	8	11	121	93	7250	389	7	8	0	4	0	0	32	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	2	0	0	148	15	21	21	39	23	865	12	76	0	0	5252	3	11	10	0	0	13	0	5	0	0	4	0	3	178	2	0	4	0	0	0	10	3	0	0	0	0	0	0	0	0	28	0	54	0	0	0	2	2	0	0	0	0	0	0	0	6	7	0	0	4	0	0	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	5	2866	0	0	17694
p__Chordata;c__Mammalia;o__Carnivora;f__Viverridae;g__Paradoxurus;s__hermaphroditus	Artifact (Carnivora) - Paradoxurus hermaphroditus	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	150	112	95	102	1408	67	103974	24	78	20	11	11	6	7	4023	396	8	4	0	0	450	2329	0	0	0	0	0	0	25	43	133290	16	46	110	27	76	59	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	7	3	199	193	240	141	59	174294	89	161	90	85	58096	76	95	74	0	0	465	63	108	42	67	21	19	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	481826
p__Chordata;c__Mammalia;o__Carnivora;f__Viverridae;g__Paradoxurus	Artifact (Carnivora) - Paradoxurus sp.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
p__Chordata;c__Mammalia;o__Carnivora;f__Viverridae	Artifact (Carnivora) - Viverridae	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	20	121	0	0	0	0	0	0	0	149	1095	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1884
p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae	Prey - Amphibian	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7
p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya	Prey - Amphibian	41	0	0	0	0	0	0	0	0	0	0	0	3	0	50	0	0	1048	0	0	8	31	18	13	4	96	6	6106	0	7	383	1013	386	290	333	453	90527	311	0	0	0	0	0	422	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	41	52	34	251	16	19729	12	9	78	11	12	18553	33	9	46	10	20	0	0	0	0	0	0	0	0	46	884	0	450	0	0	0	0	0	0	0	109	225	124	1112	160	53837	41	10704	50	92	77	73	24	227	70	32	0	0	0	52	404	10	20984	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230271
p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__moodiei	Prey - Amphibian	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
